class_index,review_text
1,going to feel like you were n't invited to the party
3,action laudable
2,that an impressionable kid could n't stand to hear
4,bewilderingly brilliant and
0,most moronic screenplays
2,for you
3,Handsome and sincere but
2,Cliff Notes edition
2,that praises female self-sacrifice
2,her share
3,gentle and biting
2,dealing with right
4,a powerful and deeply moving example of melodramatic moviemaking
2,a stifling morality tale
2,romantic triangle
2,the-cash
2,the primary visual influence
2,Jackie Chan movie
2,second commercial break
2,to seasonal cheer
2,folly
3,a good bark
2,their hearts
1,should come with the warning `` For serious film buffs only
2,`` Queen ''
1,situates it all in a plot as musty as one of the Golden Eagle 's carpets
1,South Korea 's
3,it 's entertaining enough and worth a look
2,the story 's morals
2,prison
2,pause and think of what we have given up to acquire the fast-paced contemporary society .
2,young artist 's
4,has a strong message about never giving up on a loved one
1,The troubling thing about Clockstoppers is that it does n't make any sense .
2,its sensitive acting
3,realistic '
2,relays its universal points
3,be very sweet indeed
2,addresses
3,goofball action comedy
2,they 've told a nice little story in the process
2,can only point the way --
2,uncertain girl
3,the few ` cool ' actors who never seems aware of his own coolness
4,the finest
3,cinematic postcard
2,post-modern contemporaries
2,watching the skies
3,rich and full
2,gay movies
3,bouncing bravado
2,... remains far more interesting than the story at hand .
2,1973
2,to say
3,stylistic austerity and forcefulness
3,a certain degree of wit and dignity
2,action genre
3,family movie
2,to have been edited at all
1,septic
3,want to look it up
2,accepts nasty behavior and severe flaws as part of the human condition
2,giggly little
3,Family fare .
3,purposefully
2,in stereotypes that gives the -LRB- teen comedy -RRB-
2,the dramatic substance
3,perfect quiet pace
3,The new film of Anton Chekhov 's The Cherry Orchard
3,a feature-length film
1,low-budget filmmaking
2,a no
1,that no amount of earnest textbook psychologizing can bridge
0,Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz
2,the horror film franchise
2,a an
2,people who like to ride bikes
3,in me
2,I miss something
2,associations
1,too bad nothing else is
2,greaseballs
3,agile performers
2,significant
2,once the falcon arrives in the skies above Manhattan
2,the benefit
0,It 's tough to watch
2,'s never
2,The Worlds
2,melodramatic style
1,fails to gel together .
2,77 minutes of Pokemon may not last 4ever
2,a debut film
3,'s that good .
2,of Monsoon Wedding in Late Marriage
2,narration
2,is entirely too straight-faced to transcend its clever concept
2,Caesar
2,for the rest of us -- especially San Francisco
3,Good Thing
2,a non-stop cry
2,defies credibility
2,is sometimes funnier than being about something
2,the wan
1,walk away
1,of empathy
1,Those prone to indignation need not apply
2,because it did n't try to
2,almost sure-fire prescription
1,uneasy mix
1,'m left slightly disappointed that it did n't
2,movies like Tim McCann 's Revolution No. 9
2,concerned with the entire period of history
1,this rather convoluted journey
1,developed hastily
2,about `` Fence
2,historical tale
2,characteristically
2,power and
2,filmmaker Yvan Attal
2,tax
2,'ve rarely been given
3,an earnest moment
0,painfully formulaic and stilted
2,thankfully
0,takes every potential laugh and stiletto-stomps the life out of it
1,been any easier to sit through than this hastily dubbed disaster
4,one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt
2,issue
3,from the ages
2,ultimately thoughtful without having much dramatic impact
2,it nearly breaks its little neck trying to perform entertaining tricks
3,utilized the scintillating force of its actors to draw out the menace of its sparse dialogue
2,a working
1,the inchoate but already eldritch Christian Right propaganda machine
2,After the setup
0,bitchy
2,the visuals and enveloping sounds of Blue Crush
2,the visuals
3,A delightful stimulus
2,seem bound and determined
2,pleasure or sensuality
2,in a manner
2,studio 's
1,depressed fifteen-year-old 's
2,to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture
1,be a talky bore
2,Is n't it a bit early in his career for director Barry Sonnenfeld
2,of black manhood
2,the Inuit people
1,who comes across as both shallow and dim-witted
2,Pauly Shore
0,miserably
2,another kind of Chinese
2,marks for political courage but
2,desire and desperation
2,its resolutions
2,Vin Diesel
2,of life and beauty
3,we 'll keep watching the skies for his next project
3,it a great movie
3,the energetic frontman
4,rich veins of funny stuff in this movie
1,wears out its welcome as tryingly as the title character .
2,gargantuan leaps
2,one moment a romantic trifle
2,recognizably
3,just one of those underrated professionals who deserve but rarely receive it
1,disease
2,#NOM?
4,the best sex comedy about environmental pollution ever made
1,as the old-hat province of male intrigue
2,7 times
1,limited chemistry
2,supplies
3,of our most flamboyant female comics
1,it is n't particularly funny
2,reminded us
2,Creeps you
2,strong thumbs
1,a potentially sudsy set-up
2,with competence
2,openness
2,about the movie
2,handle the truth '' than High Crimes
2,a handful of disparate funny moments of no real consequence
0,loud and boring
3,the layered richness
4,the extraordinary technical accomplishments of the first film
2,brainer
2,on the head
2,thirty seconds
2,under the direction of Kevin Reynolds
3,let you bask in your own cleverness as you figure it out
2,treating
3,now we 've got something pretty damn close
2,of Arthur Schnitzler 's Reigen
3,very distinctive
2,so easily
1,other than to employ Hollywood kids and people who owe favors to their famous parents .
2,'ve yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese
2,cheese standards
2,of song-and-dance-man Pasach ` ke Burstein and his family
2,the most creative mayhem in a brief amount of time
2,sitting through this one again
2,in the most unexpected way
3,best describes this film : honest
2,Russian word
0,impossible to sit through
2,how
2,has made in more than a decade
2,co
3,lists and ways
1,can tolerate Leon Barlow
2,'s conspicuously missing from the Girls ' big-screen blowout
2,bathroom breaks
3,so perfect for a ballplayer
2,soar
1,shows crushingly little curiosity about
2,in filmmaking
3,be enjoyed as a daytime soaper
2,lightweight escapist film
3,to overcome adversity
2,his sounds and images
3,best little
3,most exciting action films
2,the previous pictures
2,on dreams when you 're a struggling nobody
2,in period costume and with a bigger budget .
2,than middle-America
2,to some degree
1,glucose sentimentality and
3,achieves the feel of a fanciful motion picture .
2,with all ambitious films
3,can impart a message without bludgeoning the audience over the head
2,Cacoyannis '
2,a stronger stomach
3,A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .
1,in jerking off in all its Byzantine incarnations to bother pleasuring its audience
2,to live a rich and full life
2,'s plenty of evidence here
3,more compelling
2,turgid drama
2,lugubrious
1,is n't a new idea
1,unoriginal
1,looking like a bunch of talented thesps slumming it
1,maintains a dark mood that makes the film seem like something to endure instead of enjoy .
2,Thanksgiving Day Parade balloon
3,intellectual and emotional impact
1,how ridiculous and money-oriented the record industry really is
2,pump life
2,tasteless
1,deep as a Petri dish
4,will turn Bill Paxton into an A-list director
2,Hey Arnold
1,usual whoopee-cushion effort
2,the sparse instances of humor meant to shine through the gloomy film noir veil
1,film that loses sight of its own story
3,` cultural revolution
3,thus
3,wit and interesting characters
1,confined
4,A remarkable film by Bernard Rose .
1,though flawed
1,what once was conviction is now affectation
